url,geo,company_name,crawl_timestamp,upload_timestamp,uniq_id,JobTitle,JobText,JobLocation,JobPostDate,last_date_to_apply
https://www.amazon.jobs/en-gb/jobs/534918,us,Amazon.com,2017-06-18T02:36:49+00:00,2017-06-18T06:01:21Z,4fb6e9c8863e3d2c13ba728d200b74bc,"City Manager-Tampa, FL","· Bachelor’s degree· Experience as an in-home technician or retail store technology supervisor or manager· Ability to develop curriculum to teach field technicians· Demonstrated ability to influence and develop productive working relationships with internal team Tampa Area, Florida )",,,
https://www.amazon.jobs/en-gb/jobs/543320,us,Amazon.com,2017-06-18T02:32:07+00:00,2017-06-18T06:00:37Z,10f087cf3dd72f96a1865e354c563a3d,Control Systems Technician," Associates degree in electronic technology or related field or equivalent experience Systems controls knowledge or programming experience Field service engineering experience Systems trainer or training experience Experience supporting a wide range of different conveyors and sortation systems Experience with advanced automation controls systems Experience with industrial robotics Experience with ASRS systems Project management experienceAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Indianapolis, IN )Engineering - Fulfilment",,,
https://www.amazon.jobs/en-gb/jobs/SF170009397,us,Amazon.com,2017-06-18T02:36:49+00:00,2017-06-18T06:00:59Z,c0fd4212a549112945763c76c5ff0307,Japanese Fluent Work from Home Customer Service Associate,"Preferred Qualifications· Customer Focus· Ability to empathize with and prioritize customer needs· Uphold company values and respect every customer· Exude patience and ownership with each customer· Ability to resolve conflicts and set appropriate expectations with customers· Ability to determine customer needs and provide appropriate solutionsTechnical RequirementsYou will be shipped a headset and a Gemalto token to the address provided in your application. Equipment may arrive separately.Please be sure to verify that your mailing address in our system is an address where you can receive equipment to ensure that there are not delays in receiving your equipment. Make sure you add the apartment number (if any). PO Boxes are not supported and we must have a physical address for you to receive your equipment.Microsoft Computer Requirements:· 64-bit Operating System· 10 mg download speed or faster (10 mbps download and 5 mbps upload) from a reliable provider· Must be directly connected to router/modem via Ethernet cable (no satellite or wireless internet)· If you are using a laptop, it must be connected to an external monitor, keyboard, and mouse· Windows 8.1, Windows 10, or OSX 10.9 or higher· Windows Auto Update· Windows DefenderAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation. Virtual Locations, Virtual Location )Customer Service",,,
https://www.amazon.jobs/en-gb/jobs/544894,us,Amazon.com,2017-06-18T02:35:27+00:00,2017-06-18T06:00:49Z,57a85852635283ed5cd40d428c39afb0,"Kid's Development and Programming Executive, 6-11 Animation","Preferred Qualifications· Broad network of writers, artists and studios· Familiar with process of animation production, and a passion for creating children’s content· Positive, proactive and able to always exercise great judgment· Experience managing series or development IP· Excellent communication skills· A strong desire to innovate· Motivated self starter Southern California Region, CaliforniaSanta Monica, California )Amazon Studios",,,
https://www.amazon.jobs/en-gb/jobs/548066,us,Amazon.com,2017-06-18T02:35:27+00:00,2017-06-18T06:01:22Z,c5508938c91b658174530637268a99f4,Finance Learning & Development Manager,"· Trilingual (fluent in portuguese, english and spanish)· Finance Background San Jose, Costa RicaCosta Rica, Latin America )Finance Business Services",,,
https://www.amazon.jobs/en-gb/jobs/537388,us,Amazon.com,2017-06-18T02:31:55+00:00,2017-06-18T06:01:13Z,6e4e44694abda270c694666ff77ec761,Maintenance Technician II,"Preferred Qualifications· Degree from a vocational school or college with a focus in the Mechanical or Electrical field· 2+ years apprenticeship or equivalent experience in the Mechanical or Electrical field· Experience with Material Handling Equipment (MHE) safety standards accordance with Original Equipment Manufacturer (OEM) and Safety standards· Project Management experience· Experience with a Computerized Maintenance Management System (CMMS)· Experience with robotic operation/ maintenance· Able to troubleshoot basic Input/Output functionsAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Harrisburg, PA )Facilities - Fulfilment",,,
https://www.amazon.jobs/en-gb/jobs/534812,us,Amazon.com,2017-06-18T02:36:49+00:00,2017-06-18T06:00:45Z,b5e2c0c95d95ffeca63d52b98d8d9b01,"Field Technician-Tampa, FL","Preferred Qualifications· Bachelor’s degree· Experience as an in-home technician or retail store technology expert (e.g. Apple Genius, Geek Squad Double Agent)· Ability to develop curriculum to teach peers and customersDemonstrated ability to influence and develop productive working relationships with internal team Tampa Area, Florida )",,,
https://www.amazon.jobs/en-gb/jobs/531628,us,Amazon.com,2017-06-18T02:33:08+00:00,2017-06-18T06:01:22Z,c3df0eb4f3ad13d33216566ab0c32b2d,IT Manager,"· Bachelor’s Degree in Computer Science, Information Systems, Engineering, Business or technical discipline· High Degree of ownership in all matters within the IT infrastructure· Experience managing teams in a high pressure IT environment· Experience in Procurement, Budgeting, Forecasting, and Asset Management· Proven skills in leadership development and team building· Excellent understanding of computers· Superior technical aptitude· Proven ability to manage complex tasks· Strong analytical skills· Demonstrated problem solving ability· Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to a variety of audience New Castle / Middletown, DE )IT and Technical Support - Fulfilment",,,
https://www.amazon.jobs/en-gb/jobs/530868,us,Amazon.com,2017-06-18T02:36:49+00:00,2017-06-18T06:00:45Z,ec2f068bcc818d26fac4a377806d43b9,Sr. Funnel Mgmt Coordinator,"• Working knowledge of Applicant Tracking Systems are desired.• Prior experience working in Human Resources and/or Payroll, heavy data entry and/or customer service preferred.Amazon is an Equal Opportunity-Affirmative Action Employer - Female/Minority/Disability/Veteran/Gender Identity/Sexual Orientation Tampa Area, Florida )Fulfillment Workforce Staffing",,,
https://www.amazon.jobs/en-gb/jobs/548936,us,Amazon.com,2017-06-18T02:36:49+00:00,2017-06-18T06:00:55Z,76b966ffcab8cf10687e9fa2b351198e,Software Quality Assurance Engineer,"· Customer scenario testing experience· Product experience with wireless consumer electronics· Highly methodical test discipline, applicable to all product UI· Shows creativity and initiative to improve product coverage and effectiveness· Reporting skills, proficient in creating status reports based on automation results· Experience working closely with development and business teams to communicate problem impacts and to understand business requirements.Lab126 is part of the Amazon.com, Inc. group of companies and is an Equal Opportunity-Affirmative Action Employer-Minority/Female/Disability/Veteran/Gender Identity/Sexual Orientation San Francisco Bay Area, CASunnyvale, California )Device Software and Services",,,
