url,geo,company_name,crawl_timestamp,upload_timestamp,uniq_id,JobTitle,JobText,JobLocation,JobPostDate
https://www.amazon.jobs/en-gb/jobs/466310,us,Amazon.com,2017-06-19T16:50:01+00:00,2017-06-19T22:00:31Z,775853ded19c3ac1393f2426af9b1a7e,"Operations Manager - Spartanburg, SC","For preferred qualifications, we prefer that:· You have a bachelor’s or MBA degree in Engineering, Operations or related field.· You have 5 or more years of management experience in a manufacturing, production, or distribution environment. You also have experience motivating and leading a contingent workforce.· You are leader and exhibit that in your everyday work. You not only have experience in managing 5 or more front-line supervisors, you also lead large-scale process improvements through Lean process, Kaizen, and Six Sigma.· You have the ability to thrive in an ambiguous environment, and when given a deadline you know how to motivate yourself, your managers, and associates and meet it.· You don’t hesitate in public speaking or writing a paper. You have strong verbal and written communication skills.· You enjoy working with numbers and using data to provide thought-provoking and workable solutions. Data is what you look to when given a problem to solve.· You volunteer to lead projects and help your team achieve goals. You have a track record of taking ownership and driving results.· You like adventures and taking risks. You are willing to relocate to any of our sites in the country with the assistance provided.· You see value in long term thinking and large scale impact to a company. You have interest in developing a long-term career through assignments in multiple operational buildings across the nation. Charleston, SC )Fulfilment Centre Management",,
https://www.amazon.jobs/en-gb/jobs/548940,us,Amazon.com,2017-06-19T02:35:04+00:00,2017-06-19T06:00:54Z,bc84aa66ae3372ca483810486bbb8517,Learning Coordinator,"· A completed Bachelor’s Degree from an accredited university· Experience delivering training/information to peers, hourly associates, and senior management, both individually and in groups· Experience delivering messages related to performance· Ability to give and receive feedback effectively· Evidence of ability to prioritize, manage and complete projects with tight deadlines· Ability to adapt well to fast-paced environments with changing circumstances, direction, and strategy· Desire to thrive in a dynamic, growing environment· Previous Kaizen/Continuous Improvement experience· Willingness to work different shifts and travel within a localized region to support other sites· Facilitation skills – teaching, presenting, training· Understanding of Delivery Station processes and flowAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / SexualOrientation Louisville, Kentucky area )Fulfilment Associate",,
https://www.amazon.jobs/en-gb/jobs/539469,us,Amazon.com,2017-06-19T02:35:04+00:00,2017-06-19T06:00:57Z,c0cf9141efdedbee6b0041dc39ae2bd5,Sr. HRA,"· Human Resources training and experience desired.· Ability to maintain strict confidentiality regarding payroll, benefits, and employee issues.· Outstanding interpersonal skills: must display patience, humor and helpfulness at all times – front line contact for employee issues.· Ability to handle multiple projects and deadlines.· Detail oriented and excellent organizational skills: accuracy is essential.· Experience with PeoplesoftAmazon Operations and Distribution is a 24/7 environment and shifts may change due to business needs.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran Louisville, Kentucky area )Human Resources - Fulfilment",,
https://www.amazon.jobs/en-gb/jobs/524332,us,Amazon.com,2017-06-19T16:53:32+00:00,2017-06-19T22:00:36Z,5b22526e00948eca2269d617a5e5c934,Senior Software Development Engineer,"· MS in Computer Science, Computer/Electrical Engineering, Mathematics, or a related field· Five years of progressively responsible work experience· Experience in building large scale distributed systems· Experience in scaling and performance tuning of large systems· Experience with AWS and other cloud technologies· Understanding of relational data modeling and SQL· Excellent communication and analytical skills· Experience developing software in a Unix/Linux environment· Familiarity with scripting languages - Unix Shell / Perl / Python / Ruby· Maniacal Customer Obsession· Solid knowledge of Computer Science fundamentals (object-oriented design, data structures and algorithm design)Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Santa Cruz, California )Marketplace",,
https://www.amazon.jobs/en-gb/jobs/547015,us,Amazon.com,2017-06-19T02:36:47+00:00,2017-06-19T06:00:53Z,25034f81cd7e269bda023390be38817b,Oracle DB Cloud Architect,"· Experience with migrating database environments from one platform to AWS desired· Experience in optimization techniques such as projections and partitioning desired· Able to write, tune SQL queries desired· Scripting language (bash, Perl, python) desired· Experience with databases of 1-10TB in size across multiple database platforms (e.g. Oracle, SQL Server, MySQL, Postgres, Netezza, Teradata, Vertica, etc.) desired· Experience in ETL/ELT workflow management desired· Understanding and ability to participate in all phases of the SDLC including requirements gathering, business analysis, configuration management and quality control desiredAmazon is an Equal Opportunity-Affirmative Action Employer-Minority/Female/Disability/Vetaws-proserv-na Virtual Locations, Virtual Location )Professional Services",,
https://www.amazon.jobs/en-gb/jobs/535164,us,Amazon.com,2017-06-19T16:50:01+00:00,2017-06-19T22:00:47Z,ff3e892bdd7121242a6810c02d9945b7,Control Systems Lead,"• Bachelor’s degree in Electrical Engineering or related field or equivalent experience• Systems controls knowledge or programming experience• Field service engineering experience• Systems trainer or training experience• Experience supporting a wide range of different conveyors and sortation systems• Experience with advanced automation controls systems• Experience with industrial robotics• Experience with ASRS systems• Project management experienceAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation. Chattanooga Area, TN )Engineering - Fulfilment",,
https://www.amazon.jobs/en-gb/jobs/SF170009502,us,Amazon.com,2017-06-19T16:53:48+00:00,2017-06-19T22:00:34Z,1ca1b41c2854bea50aca63e5ee9050b8,French-Fluent Work From Home Customer Service Associate,"Preferred Qualifications· Customer Focus· Ability to empathize with and prioritize customer needs· Uphold company values and respect every customer· Exude patience and ownership with each customer· Ability to resolve conflicts and set appropriate expectations with customers· Ability to determine customer needs and provide appropriate solutionsAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation. Virtual Locations, Virtual Location )Customer Service",,
https://www.amazon.jobs/en-gb/jobs/523067,us,Amazon.com,2017-06-19T02:35:16+00:00,2017-06-19T06:01:08Z,b2aab80dc81f0dc2fde729836c268e87,"Software Development Engineer, AmazonFresh","· Experience developing in a Linux environment· Experience developing software on Amazon Web Services (AWS) platforms· Experience developing Android and/or iOS software· Experience applying service-oriented architecture techniques to production use cases· Experience building secure software· Experience refactoring code and evolving architectures San Luis Obispo, California )Amazon Fresh",,
https://www.amazon.jobs/en-gb/jobs/548261,us,Amazon.com,2017-06-19T16:53:48+00:00,2017-06-19T22:00:33Z,a3f6c12cd45dac6485eeb7543cc4c117,AWS Enterprise Security Intelligence Analyst,"· Advanced degree in relevant fields· 10+ years’ experience implementing and managing incident response, crisis communications, global event monitoring/analysis, and workplace incident response· Proven track record of sound decision making, taking ownership and delivering results in a leadership role· Ability to speak a second language to English (Japanese, Chinese, Spanish, French, etc.)· Experience working in fast paced environments, and ability manage workload even during times of stress or escalated activity· Experience using publishing tools Herndon Area, VAWashington, DC | Greater Metro Area )Support",,
https://www.amazon.jobs/en-gb/jobs/548062,us,Amazon.com,2017-06-19T16:49:35+00:00,2017-06-19T22:00:28Z,433c4fc741a00015eef637283193d31f,Software Development Engineer II,"Preferred Qualifications:· Experience in Agile/SCRUM enterprise-scale software development· Experience developing storage software with knowledge of storage protocols· Understanding of storage performance challenges and their solutions· Familiar with building secure software and security algorithms· Experience building scalable infrastructure software or distributed systems· Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environmentFor more information on Amazon careers please visit: http://www.amazon.jobs/Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Boston/Cambridge Area, MA )Software Development Engineers and Managers",,
https://www.amazon.jobs/en-gb/jobs/541391,us,Amazon.com,2017-06-19T02:34:03+00:00,2017-06-19T06:01:12Z,b9a194cedf454e7d64a2f793292d34a1,Software Development Engineer,"- Experience with Test Driven Development- Experience in developing distributed, highly scalable systems- Experience using Amazon Web Services- M.S. in Computer Science or a related field Detroit, Michigan )Marketplace",,
https://www.amazon.jobs/en-gb/jobs/548480,us,Amazon.com,2017-06-19T02:34:54+00:00,2017-06-19T06:01:02Z,a4c5935bed244f8bd239025e51761059,Finance Administrative Assistant,"· Finance admin experience· Trilingual (Portuguese, English and Spanish speaker) San Jose, Costa RicaCosta Rica, Latin America team-finance-ops )",,
